record_id,tower_id,timestamp,temperature_c,humidity_percent,wind_speed_kmh,precipitation_mm,condition
WX000303,TOWER00363,2025-12-31T13:31:18.088Z,-9.5,96,48.9,16.5,clear
WX000304,TOWER00335,2025-10-18T02:24:28.895Z,-5.9,27,22,14.4,fog
WX000305,TOWER00148,2025-11-01T12:16:47.525Z,21.8,60,49.8,37,cloudy
WX000306,TOWER00043,2025-10-18T17:06:05.602Z,20.7,48,47.7,45.2,fog
WX000307,TOWER00334,2026-01-09T07:25:24.132Z,-9.9,23,49,4.9,fog
WX000308,TOWER00182,2025-10-19T12:32:05.370Z,15.7,59,38.7,13.2,storm
WX000309,TOWER00332,2026-02-01T09:33:16.636Z,24.1,30,44.2,6.9,fog
WX000310,TOWER00212,2025-12-22T06:25:53.615Z,31.3,46,15,39.9,fog
WX000311,TOWER00413,2025-12-05T11:37:07.278Z,-0.3,78,47,15,snow
WX000312,TOWER00396,2025-11-07T14:25:07.378Z,39.8,71,33.4,48.3,clear
WX000313,TOWER00104,2026-01-19T22:45:29.136Z,5.1,88,28,42.5,cloudy
WX000314,TOWER00123,2025-11-02T23:16:45.207Z,20.7,100,18.2,40.8,rain
WX000315,TOWER00479,2025-10-22T01:53:37.285Z,-0.1,83,49,33.9,cloudy
WX000316,TOWER00366,2025-11-18T03:54:52.515Z,3.2,53,35.2,35.9,fog
WX000317,TOWER00326,2025-12-20T23:52:28.421Z,-5.3,49,40.6,24.2,rain
WX000318,TOWER00244,2025-10-20T03:37:56.735Z,26.3,98,5.3,11.2,clear
WX000319,TOWER00106,2025-11-17T05:12:57.358Z,18.3,98,1.9,34.8,fog
WX000320,TOWER00324,2025-11-01T19:40:39.378Z,26.6,41,24.7,43,snow
WX000321,TOWER00192,2025-10-30T12:45:57.525Z,9.2,99,56.6,17.5,storm
WX000322,TOWER00438,2025-10-26T20:17:57.701Z,-1,85,13.6,34.3,fog
WX000323,TOWER00466,2026-01-24T00:05:30.971Z,-9.6,57,0.1,31.5,clear
WX000324,TOWER00182,2025-10-08T02:16:24.006Z,17.7,28,5.2,34.3,cloudy
WX000325,TOWER00480,2026-01-05T02:01:10.800Z,5.6,88,35.2,20.5,storm
WX000326,TOWER00238,2026-02-11T18:48:18.455Z,1.2,98,12.7,47.2,storm
WX000327,TOWER00185,2025-12-25T02:52:48.486Z,-7.2,82,22,13.5,storm
WX000328,TOWER00034,2026-01-13T01:28:30.156Z,36.6,21,5.7,22.7,snow
WX000329,TOWER00233,2025-12-09T16:47:41.675Z,35,98,36.5,36,rain
WX000330,TOWER00398,2026-01-09T05:51:24.638Z,3,63,21.2,28.5,fog
WX000331,TOWER00285,2025-12-11T08:36:33.781Z,-9.6,56,7.3,44.4,storm
WX000332,TOWER00214,2025-10-01T17:16:34.076Z,17.1,64,41.5,31.4,rain
WX000333,TOWER00160,2025-12-19T07:36:15.275Z,15.5,79,44.3,8,cloudy
WX000334,TOWER00064,2025-12-04T02:09:15.313Z,-3.1,36,15.8,32.2,fog
WX000335,TOWER00319,2025-10-11T19:43:35.390Z,33.5,81,29.5,4.1,clear
WX000336,TOWER00015,2026-02-09T05:54:55.496Z,4.9,56,15.1,38,clear
WX000337,TOWER00033,2026-01-10T18:55:47.149Z,9,24,17.3,36.1,clear
WX000338,TOWER00496,2026-01-23T03:23:05.983Z,2.3,67,48.4,32.3,clear
WX000339,TOWER00477,2025-12-21T21:29:42.347Z,-4,57,54.4,15.9,snow
WX000340,TOWER00286,2025-12-08T16:08:40.225Z,19.5,82,29,50,cloudy
WX000341,TOWER00387,2025-11-04T06:12:28.352Z,14.3,83,30.3,15.4,cloudy
WX000342,TOWER00447,2026-01-11T14:47:22.739Z,3.2,96,55.7,1.9,storm
WX000343,TOWER00039,2026-01-19T23:52:54.973Z,-2.1,52,38.3,46.4,clear
WX000344,TOWER00257,2026-01-08T03:25:07.194Z,12.9,47,6.9,14.4,clear
WX000345,TOWER00202,2025-10-27T00:52:50.188Z,18.5,94,55.6,18.3,snow
WX000346,TOWER00111,2025-11-09T15:10:57.087Z,-4.8,76,52.6,33.9,rain
WX000347,TOWER00023,2025-11-05T08:46:26.761Z,-2.5,47,31.4,44.2,cloudy
WX000348,TOWER00025,2025-10-21T06:52:02.941Z,39,65,14.4,35,snow
WX000349,TOWER00033,2025-10-08T10:02:57.241Z,0,43,23,0.9,clear
WX000350,TOWER00387,2025-11-07T21:02:32.521Z,2.6,65,55.4,6,rain
WX000351,TOWER00265,2025-10-26T02:03:54.172Z,-4.1,24,48.1,11,rain
WX000352,TOWER00074,2026-01-06T00:20:45.226Z,20.9,31,1.6,0.2,cloudy
WX000353,TOWER00305,2025-10-15T08:07:00.850Z,36.7,67,28,39.3,storm
WX000354,TOWER00493,2025-12-28T17:24:20.915Z,3.4,31,20,24.8,snow
WX000355,TOWER00276,2026-01-02T12:18:08.187Z,-5.6,31,9.1,13.2,snow
WX000356,TOWER00185,2025-12-31T15:38:38.836Z,31.6,55,7.9,4.3,snow
WX000357,TOWER00430,2025-11-11T05:09:40.731Z,17.5,24,41,7.9,rain
WX000358,TOWER00079,2025-11-11T18:37:38.103Z,24.5,41,0.5,15,snow
WX000359,TOWER00223,2026-01-22T16:49:25.380Z,18.6,55,31.6,12.8,cloudy
WX000360,TOWER00392,2025-11-21T05:32:46.860Z,-7.8,99,39.5,0.2,cloudy
WX000361,TOWER00307,2026-01-06T12:46:45.880Z,31.3,76,8.6,9.7,snow
WX000362,TOWER00494,2025-11-22T15:11:49.974Z,37.7,49,8.5,24.9,clear
WX000363,TOWER00340,2025-12-19T21:53:37.022Z,23.2,89,17.2,49,cloudy
WX000364,TOWER00468,2026-01-25T03:59:06.496Z,26.7,98,43,43.1,cloudy
WX000365,TOWER00249,2025-12-19T21:39:41.102Z,19,39,48.9,45.7,clear
WX000366,TOWER00023,2026-02-09T01:24:45.466Z,25.9,97,24.2,24.7,clear
WX000367,TOWER00238,2025-12-14T21:09:16.104Z,-7.7,85,57.7,25.7,fog
WX000368,TOWER00282,2025-11-04T08:31:26.141Z,25.6,57,46.9,33.8,rain
WX000369,TOWER00172,2026-02-07T10:20:40.532Z,13,79,34.3,47.7,rain
WX000370,TOWER00144,2025-11-28T14:50:11.835Z,-0.7,28,57.9,35.4,fog
WX000371,TOWER00064,2025-11-03T15:17:05.601Z,12.3,66,58,48.7,cloudy
WX000372,TOWER00270,2025-11-04T22:11:01.212Z,11.8,62,15.6,24.8,clear
WX000373,TOWER00191,2025-11-11T03:34:03.256Z,21.9,70,2.3,23.2,cloudy
WX000374,TOWER00382,2026-02-04T15:05:25.320Z,21.6,48,47.7,8.5,clear
WX000375,TOWER00428,2026-01-27T12:29:16.373Z,39.2,81,48.6,5.3,fog
WX000376,TOWER00107,2025-11-01T17:23:12.867Z,13.1,37,8.3,8.1,clear
WX000377,TOWER00424,2025-12-20T22:26:44.455Z,-9,89,15,50,storm
WX000378,TOWER00094,2025-10-09T11:12:23.399Z,33.1,27,10.8,44.9,storm
WX000379,TOWER00179,2026-02-13T01:23:20.727Z,2.7,75,11.7,14.2,clear
WX000380,TOWER00404,2025-10-14T07:40:45.874Z,38.1,49,8.7,2.5,clear
WX000381,TOWER00395,2025-11-24T03:20:03.686Z,33.7,81,45.5,10.9,cloudy
WX000382,TOWER00244,2025-11-04T01:10:41.548Z,7.9,100,41.5,0.5,rain
WX000383,TOWER00072,2026-01-10T23:28:22.027Z,3.8,59,3.6,21.9,fog
WX000384,TOWER00242,2026-01-25T07:47:19.621Z,-4.1,84,14.4,31.4,storm
WX000385,TOWER00355,2026-01-08T07:34:27.327Z,14,99,3.8,39.2,snow
WX000386,TOWER00370,2026-01-10T11:37:18.696Z,4.2,46,5.7,41.3,fog
WX000387,TOWER00459,2025-12-31T12:09:12.047Z,11.4,95,8.7,44.4,rain
WX000388,TOWER00295,2025-10-14T22:14:37.108Z,10.3,70,43.7,41.3,storm
WX000389,TOWER00229,2025-10-02T17:53:27.656Z,-8.7,41,2.8,41.2,fog
WX000390,TOWER00201,2026-02-13T15:48:42.474Z,-5.1,43,29,32.7,fog
WX000391,TOWER00057,2025-10-04T17:40:51.102Z,-9.8,61,40.8,37.2,fog
WX000392,TOWER00419,2025-12-06T11:32:44.530Z,13.3,29,35.1,10.7,cloudy
WX000393,TOWER00217,2025-12-30T08:41:02.579Z,-8.9,80,44.9,4.2,fog
WX000394,TOWER00169,2025-10-23T19:17:11.398Z,19.5,63,32.5,21.3,storm
WX000395,TOWER00486,2025-12-26T11:46:44.536Z,22.4,71,21.4,37.7,rain
WX000396,TOWER00084,2025-12-08T08:57:37.194Z,22.7,67,48.4,9.8,fog
WX000397,TOWER00073,2025-12-10T06:56:27.398Z,35,22,22.7,42.4,snow
WX000398,TOWER00240,2026-01-30T20:50:15.386Z,5.8,47,43.5,21,snow
WX000399,TOWER00060,2025-10-05T23:51:20.500Z,2.7,76,52.6,33.2,snow
WX000400,TOWER00372,2026-01-05T09:35:50.704Z,25.5,77,51.4,18.5,storm
WX000401,TOWER00248,2025-10-04T21:46:05.255Z,17.8,72,48.1,11.2,rain
WX000402,TOWER00452,2025-12-29T18:16:04.288Z,-3.4,22,56.1,24.3,rain
WX000403,TOWER00111,2026-01-01T22:18:43.322Z,7,34,59.8,42,snow
WX000404,TOWER00162,2025-10-18T04:52:16.616Z,-4.6,100,18.3,48.2,clear
WX000405,TOWER00186,2026-01-20T04:01:20.060Z,12.2,78,51.1,27.4,cloudy
WX000406,TOWER00046,2026-01-06T08:22:14.475Z,13.4,75,24.6,37.3,storm
WX000407,TOWER00414,2025-11-13T03:52:23.226Z,13.7,93,26.2,35.3,snow
WX000408,TOWER00036,2026-01-08T21:40:03.990Z,17.9,66,28.6,10.3,snow
WX000409,TOWER00324,2026-02-14T05:45:01.322Z,13.7,78,19.1,5.1,rain
WX000410,TOWER00365,2025-10-11T04:40:13.002Z,-6.4,28,4.8,47.5,cloudy
WX000411,TOWER00464,2025-10-02T16:45:51.193Z,31.6,53,14.9,37.6,snow
WX000412,TOWER00404,2025-10-02T11:38:31.706Z,21.3,63,20.9,18.5,rain
WX000413,TOWER00380,2026-01-30T14:49:37.912Z,30.8,44,57.7,11.1,cloudy
WX000414,TOWER00095,2026-01-14T09:46:23.335Z,-4.3,39,2.2,15.5,fog
WX000415,TOWER00134,2025-12-12T16:31:31.727Z,2.2,47,45.6,0.8,storm
WX000416,TOWER00015,2025-12-10T06:23:26.823Z,37.1,93,17.8,5.8,rain
WX000417,TOWER00283,2025-11-25T20:22:18.366Z,32.1,29,59.1,22.7,fog
WX000418,TOWER00034,2025-12-28T02:04:03.833Z,10.6,88,25.8,3.4,storm
WX000419,TOWER00239,2025-10-30T03:12:35.473Z,12.5,59,53.9,38.4,rain
WX000420,TOWER00045,2026-01-24T10:59:58.490Z,18.5,76,50.3,37.8,cloudy
WX000421,TOWER00500,2025-11-16T10:30:34.390Z,1.9,35,9.4,21,fog
WX000422,TOWER00480,2025-12-16T10:16:23.362Z,2.3,77,30.3,47.6,rain
WX000423,TOWER00049,2025-12-13T17:13:51.597Z,38.5,81,16.6,47.2,storm
WX000424,TOWER00450,2025-11-27T03:00:03.972Z,27.6,38,19.6,46.1,fog
WX000425,TOWER00314,2025-11-21T06:49:36.731Z,36.9,26,14.4,4.2,clear
WX000426,TOWER00034,2026-02-04T00:37:20.385Z,23.3,62,13.4,9.5,storm
WX000427,TOWER00439,2025-12-14T13:46:05.216Z,14.7,89,4.3,14.5,fog
WX000428,TOWER00021,2025-10-15T04:36:57.256Z,-8.1,97,33.2,32.1,snow
WX000429,TOWER00141,2026-01-14T11:29:25.434Z,23.8,84,56.3,43.5,storm
WX000430,TOWER00021,2025-10-10T05:37:33.416Z,10.3,50,20,39.5,storm
WX000431,TOWER00339,2025-10-10T01:28:54.259Z,15.4,37,26.6,31.7,clear
WX000432,TOWER00211,2026-01-16T14:06:01.690Z,12.6,29,26.5,14.3,storm
WX000433,TOWER00312,2026-01-17T22:34:02.731Z,15.8,36,4.3,23.8,cloudy
WX000434,TOWER00011,2025-11-09T17:59:20.984Z,6.2,37,50.2,20.4,snow
WX000435,TOWER00306,2026-01-27T22:01:27.217Z,13,32,48.7,47.2,storm
WX000436,TOWER00245,2025-10-25T07:11:23.793Z,18.9,56,44,28.4,snow
WX000437,TOWER00422,2025-10-28T17:34:22.515Z,40,37,49.7,22.3,cloudy
WX000438,TOWER00331,2025-10-10T13:05:42.865Z,-3.8,72,23.3,18.9,clear
WX000439,TOWER00346,2026-01-07T09:08:51.918Z,33.2,100,57,46,cloudy
WX000440,TOWER00294,2025-10-25T23:42:33.914Z,18,69,1,12.9,rain
WX000441,TOWER00095,2025-12-13T16:02:51.259Z,36.4,38,15,4.8,clear
WX000442,TOWER00163,2026-02-09T15:26:37.906Z,5.7,85,56.3,34.9,cloudy
WX000443,TOWER00449,2025-10-03T11:36:19.704Z,2.9,91,14.2,48.1,fog
WX000444,TOWER00469,2025-11-25T03:03:13.089Z,29.3,78,53.3,24.8,clear
WX000445,TOWER00430,2026-01-28T11:43:24.155Z,24.4,93,23.7,46.2,snow
WX000446,TOWER00374,2025-11-27T05:42:02.475Z,30.8,88,7.4,32.5,clear
WX000447,TOWER00231,2025-12-17T23:09:23.893Z,8.6,52,56.3,32.1,snow
WX000448,TOWER00499,2025-12-22T21:18:57.098Z,22.1,30,23.8,9.7,snow
WX000449,TOWER00440,2025-10-28T05:00:03.544Z,12.9,63,45.2,19.9,snow
WX000450,TOWER00288,2025-11-19T18:23:50.625Z,29.9,30,1.3,6,rain
WX000451,TOWER00276,2025-10-21T16:04:28.807Z,7.5,59,28.2,27.9,clear
WX000452,TOWER00009,2026-02-03T07:18:01.135Z,-2.2,38,47.4,31.6,rain
WX000453,TOWER00301,2025-11-06T09:08:17.100Z,11.6,43,40.3,24.1,storm
WX000454,TOWER00386,2025-11-13T17:18:24.087Z,26.2,72,50.2,46.5,fog
WX000455,TOWER00146,2025-12-12T00:30:33.072Z,17,99,57.4,33.2,cloudy
WX000456,TOWER00207,2025-10-18T22:19:23.623Z,16.1,32,25.9,1.6,storm
WX000457,TOWER00444,2025-12-26T05:28:59.983Z,32.4,76,33.6,15.1,fog
WX000458,TOWER00488,2025-12-06T05:43:02.757Z,28.6,95,8.8,10.2,storm
WX000459,TOWER00100,2025-11-18T12:35:48.767Z,38.8,74,5.8,6.2,cloudy
WX000460,TOWER00373,2026-01-21T08:21:05.131Z,13.9,54,29.2,49.7,rain
WX000461,TOWER00421,2026-02-12T04:37:08.721Z,3.3,24,21.2,32.2,clear
WX000462,TOWER00347,2025-12-15T14:27:50.808Z,26.7,93,47.1,48.6,cloudy
WX000463,TOWER00019,2025-10-15T09:44:11.226Z,26.7,96,58.3,4.1,rain
WX000464,TOWER00407,2025-11-01T11:19:10.609Z,32.6,79,5.6,2.4,cloudy
WX000465,TOWER00362,2025-11-16T19:56:38.171Z,22.7,51,41.9,27.2,cloudy
WX000466,TOWER00320,2026-02-08T03:05:41.174Z,12.3,40,15.1,18.8,storm
WX000467,TOWER00305,2025-12-19T16:21:25.755Z,5.6,21,1.7,41.2,cloudy
WX000468,TOWER00334,2026-02-05T22:14:25.728Z,34.4,59,10.9,38.2,rain
WX000469,TOWER00397,2026-02-06T12:02:03.646Z,-6.2,22,24.9,42.9,clear
WX000470,TOWER00124,2025-12-22T19:18:21.398Z,37.1,66,20.4,21.8,clear
WX000471,TOWER00293,2026-01-31T19:02:21.070Z,24.1,76,47.2,16.4,rain
WX000472,TOWER00411,2025-12-17T20:10:18.404Z,34.3,68,35.5,10.9,clear
WX000473,TOWER00354,2025-12-05T13:22:37.327Z,9.7,69,4.5,40.4,clear
WX000474,TOWER00085,2026-01-05T15:44:44.540Z,21.7,28,23.5,7.5,fog
WX000475,TOWER00067,2025-10-21T13:23:45.116Z,-5.1,44,15.6,0.4,rain
WX000476,TOWER00346,2026-01-10T18:11:12.919Z,39.5,44,30.9,45.1,cloudy
WX000477,TOWER00097,2026-01-08T17:22:38.225Z,1.2,85,3,48.7,fog
WX000478,TOWER00127,2025-12-20T19:42:19.948Z,14.7,71,59.5,17.6,fog
WX000479,TOWER00287,2026-02-01T13:44:11.619Z,34.7,75,13.2,31,cloudy
WX000480,TOWER00244,2026-01-19T19:11:08.478Z,15.9,23,54.9,29,storm
WX000481,TOWER00164,2025-11-18T22:35:53.210Z,38.7,71,59.2,27.3,clear
WX000482,TOWER00391,2026-02-07T00:08:57.780Z,19.8,67,54.1,17.9,fog
WX000483,TOWER00435,2025-11-04T23:40:42.766Z,26.5,31,29.1,20.2,snow
WX000484,TOWER00445,2025-12-25T19:28:41.409Z,36.3,31,19.5,3.7,snow
WX000485,TOWER00203,2026-01-18T11:01:07.913Z,32.4,34,18.8,44.6,storm
WX000486,TOWER00468,2026-02-12T21:39:51.508Z,12.9,99,34.2,21.7,storm
WX000487,TOWER00081,2025-12-31T12:08:35.247Z,7.4,79,42.5,40.9,clear
WX000488,TOWER00467,2026-02-12T18:24:21.552Z,24.1,80,29,23.2,snow
WX000489,TOWER00397,2025-12-19T21:14:39.624Z,32.8,87,60,12.6,snow
WX000490,TOWER00428,2026-01-30T01:03:52.422Z,14.2,62,39.3,12,clear
WX000491,TOWER00067,2025-12-30T22:06:21.456Z,0.7,51,26.4,24.3,clear
WX000492,TOWER00482,2026-01-15T05:25:58.271Z,10.2,77,34.5,20.4,fog
WX000493,TOWER00480,2025-12-06T23:55:03.884Z,34.8,68,1.3,13.1,storm
WX000494,TOWER00018,2026-01-05T15:35:50.722Z,35.7,44,45.7,12.8,fog
WX000495,TOWER00015,2026-02-09T00:31:07.578Z,30.2,59,18.5,10.2,fog
WX000496,TOWER00070,2026-01-25T17:33:36.214Z,5.9,67,47.5,43.6,cloudy
WX000497,TOWER00153,2026-02-09T19:02:01.099Z,20,74,15.5,23.6,storm
WX000498,TOWER00445,2026-01-10T04:49:44.668Z,9.1,94,6,23.6,storm
WX000499,TOWER00093,2025-11-25T05:26:30.869Z,26.5,88,10.9,8.3,rain
WX000500,TOWER00174,2026-01-24T02:19:35.733Z,-0.2,72,21.9,35.3,clear
WX000501,TOWER00076,2025-12-02T13:06:30.554Z,6,83,19.8,46.8,snow
WX000502,TOWER00281,2025-10-22T03:37:04.749Z,34.5,45,5.1,22.1,rain
WX000503,TOWER00412,2025-11-08T06:19:38.538Z,-0.4,46,11.8,8.5,snow
WX000504,TOWER00075,2026-01-04T16:33:34.125Z,4.4,51,35.6,20.3,fog
WX000505,TOWER00496,2025-10-01T10:48:32.647Z,-4.4,52,22.1,4.1,clear
WX000506,TOWER00375,2025-12-06T08:27:55.401Z,28.2,47,9.5,20.6,rain
WX000507,TOWER00272,2025-12-29T18:47:49.107Z,14.9,81,44.4,13.9,fog
WX000508,TOWER00436,2025-10-06T23:56:35.149Z,23,54,8.2,0.4,clear
WX000509,TOWER00157,2026-02-10T21:38:55.342Z,-7.1,86,17.8,1,cloudy
WX000510,TOWER00018,2025-12-10T23:39:47.450Z,9,39,34.7,47,rain
WX000511,TOWER00271,2025-10-04T07:59:46.023Z,9.6,53,13,1.8,cloudy
WX000512,TOWER00061,2025-12-30T21:42:01.435Z,-0.6,84,2.3,32.4,storm
WX000513,TOWER00352,2026-01-09T08:15:21.855Z,23.6,88,2.5,7.7,cloudy
WX000514,TOWER00132,2026-01-05T16:06:47.095Z,3.1,37,27.9,26,rain
WX000515,TOWER00036,2026-01-06T22:43:33.526Z,27.6,22,52.7,49.7,rain
WX000516,TOWER00397,2026-02-06T22:53:14.960Z,28.4,76,17.8,39.3,rain
WX000517,TOWER00185,2025-10-04T01:49:32.860Z,-4.5,31,53.9,34.2,snow
WX000518,TOWER00184,2026-01-21T23:26:22.637Z,23.1,83,35.4,13,cloudy
WX000519,TOWER00374,2025-12-27T23:57:18.433Z,21.6,32,16.5,11.7,storm
WX000520,TOWER00435,2025-10-26T17:39:07.488Z,13.4,82,3.3,9.3,storm
WX000521,TOWER00109,2026-01-26T18:58:17.378Z,31.8,76,28.6,34.9,clear
WX000522,TOWER00281,2026-01-16T08:15:37.455Z,27.2,21,11.7,9.8,fog
WX000523,TOWER00368,2026-01-09T19:43:51.353Z,-4.2,65,22.7,4.9,clear
WX000524,TOWER00074,2026-01-03T16:57:01.879Z,35.1,31,33.9,17.3,fog
WX000525,TOWER00155,2025-10-29T15:06:20.985Z,38,73,55.6,8.2,rain
WX000526,TOWER00022,2025-11-19T14:24:18.862Z,17.7,66,12.5,32,fog
WX000527,TOWER00493,2025-10-14T23:28:18.513Z,33.8,76,42.8,17.2,clear
WX000528,TOWER00362,2026-01-20T08:09:39.872Z,1.8,59,3.6,38.8,snow
WX000529,TOWER00244,2026-02-13T15:56:15.883Z,10.1,32,24.2,41.4,cloudy
WX000530,TOWER00401,2025-11-14T05:15:18.066Z,33.4,72,17.2,28,rain
WX000531,TOWER00020,2026-01-07T22:27:22.238Z,-9.7,23,31.5,13.1,snow
WX000532,TOWER00454,2026-02-12T12:05:10.228Z,22,34,52.4,8.4,clear
WX000533,TOWER00089,2026-02-07T18:36:19.209Z,37.1,62,38.6,39.8,rain
WX000534,TOWER00331,2026-02-10T01:53:22.105Z,-9.7,68,16.3,35,fog
WX000535,TOWER00212,2025-12-03T17:42:08.090Z,30.6,55,23.1,27.7,cloudy
WX000536,TOWER00483,2026-01-22T08:57:41.674Z,-6,64,32.2,46.2,rain
WX000537,TOWER00033,2025-11-03T02:59:55.982Z,34,56,1.9,13.6,cloudy
WX000538,TOWER00482,2025-11-27T10:09:18.707Z,31,47,23.8,5.7,clear
WX000539,TOWER00435,2025-10-06T15:47:49.505Z,30.4,71,1.8,29.1,rain
WX000540,TOWER00009,2025-10-14T13:03:31.001Z,-6.7,56,40.2,41.9,cloudy
WX000541,TOWER00008,2025-12-29T12:13:45.021Z,5.3,95,33.5,36.6,cloudy
WX000542,TOWER00370,2025-10-09T10:23:20.013Z,16.9,74,16.3,9.7,clear
WX000543,TOWER00227,2026-01-15T13:07:03.279Z,27.1,51,44.7,19.2,rain
WX000544,TOWER00087,2026-01-30T05:17:34.357Z,31.9,27,12.4,27.1,clear
WX000545,TOWER00473,2026-01-22T02:55:39.368Z,25.3,20,21.9,39.6,rain
WX000546,TOWER00092,2025-12-01T13:31:29.389Z,-2.5,53,45.1,13.5,cloudy
WX000547,TOWER00115,2025-11-04T09:33:46.328Z,26.3,35,52.7,34.2,snow
WX000548,TOWER00484,2025-12-19T18:26:37.459Z,-3.5,89,41.7,2.5,clear
WX000549,TOWER00433,2026-01-25T20:15:03.760Z,6.2,31,10.4,44.8,cloudy
WX000550,TOWER00432,2025-11-23T08:53:14.666Z,34.1,87,20.2,47.7,cloudy
WX000551,TOWER00093,2025-12-03T12:30:29.274Z,21.2,49,41.2,9.3,snow
WX000552,TOWER00094,2025-11-26T11:38:12.049Z,14.5,38,48,10.1,storm
WX000553,TOWER00020,2025-11-30T13:49:56.904Z,34.4,73,50.4,12,rain
WX000554,TOWER00379,2026-01-10T18:49:15.268Z,18.3,51,59.2,49.7,fog
WX000555,TOWER00457,2025-12-08T10:47:02.466Z,26.9,78,20.1,4,rain
WX000556,TOWER00068,2025-12-26T06:31:59.292Z,6.6,37,8,30.8,snow
WX000557,TOWER00223,2025-12-14T07:51:01.196Z,22.5,40,1.3,38.1,clear
WX000558,TOWER00160,2025-12-03T03:26:53.490Z,21.3,60,53.5,14.3,rain
WX000559,TOWER00015,2026-01-28T19:30:56.510Z,-1.6,73,56,49.5,cloudy
WX000560,TOWER00376,2025-10-28T15:43:47.513Z,29.5,30,24.6,42.8,rain
WX000561,TOWER00393,2026-02-07T13:53:29.030Z,-1.6,40,5.9,31.7,fog
WX000562,TOWER00050,2025-10-31T05:33:05.522Z,18.8,77,59.7,47.2,fog
WX000563,TOWER00380,2025-12-03T23:53:22.026Z,7.1,73,28.7,20.7,cloudy
WX000564,TOWER00410,2025-12-05T14:51:34.157Z,-3.5,59,50.9,25.1,clear
WX000565,TOWER00469,2025-12-20T09:26:13.132Z,38.2,97,53.9,23.5,fog
WX000566,TOWER00140,2025-12-06T12:06:50.612Z,-1.9,30,48.6,1.6,cloudy
WX000567,TOWER00037,2025-11-07T09:46:29.236Z,12.5,100,57.4,31.6,fog
WX000568,TOWER00065,2026-01-19T20:44:34.912Z,39.5,54,53.3,48,cloudy
WX000569,TOWER00181,2025-11-20T23:44:32.022Z,22.3,77,29.4,10.2,cloudy
WX000570,TOWER00055,2025-11-24T17:47:12.804Z,5.6,48,36.9,45.8,snow
WX000571,TOWER00017,2026-01-17T08:19:29.065Z,3.2,91,5.9,41.8,storm
WX000572,TOWER00412,2025-12-06T12:07:57.925Z,-1.7,87,8.2,18.3,storm
WX000573,TOWER00295,2025-12-05T09:16:58.476Z,35.6,27,2.2,16.2,storm
WX000574,TOWER00232,2026-02-13T16:03:32.981Z,16.6,92,52.8,42.7,clear
WX000575,TOWER00319,2025-10-19T12:27:00.473Z,21,54,49.3,43.4,rain
WX000576,TOWER00304,2025-11-27T20:00:15.986Z,2.3,27,19.9,10.1,snow
WX000577,TOWER00197,2025-12-20T15:25:27.357Z,30.1,28,51.8,23.7,fog
WX000578,TOWER00070,2025-10-10T20:03:30.071Z,9,39,6.6,38.2,fog
WX000579,TOWER00450,2025-10-29T17:01:42.876Z,26,68,21.8,5.6,rain
WX000580,TOWER00346,2025-12-23T02:50:17.974Z,-3.4,51,5.8,4.4,clear
WX000581,TOWER00314,2025-12-16T20:33:38.049Z,-3.4,63,23,47.8,snow
WX000582,TOWER00113,2025-10-23T08:14:49.336Z,18.1,100,52.9,3.4,rain
WX000583,TOWER00219,2025-10-19T19:29:45.450Z,20.2,33,59.8,28.5,cloudy
WX000584,TOWER00475,2025-11-24T14:23:29.476Z,1.4,68,51.4,10,rain
WX000585,TOWER00367,2025-10-23T03:09:04.452Z,38.3,39,8.9,24.2,cloudy
WX000586,TOWER00222,2026-02-08T08:32:09.628Z,34.8,64,14.1,46.9,rain
WX000587,TOWER00067,2025-10-16T20:01:29.535Z,9.1,39,51.6,4.1,snow
WX000588,TOWER00353,2025-11-06T23:41:17.083Z,13.7,97,50.7,23.3,fog
WX000589,TOWER00136,2026-01-31T08:26:13.647Z,23.6,41,40.9,11.1,snow
WX000590,TOWER00371,2025-11-09T14:00:31.173Z,27.2,44,50.5,35.2,snow
WX000591,TOWER00391,2026-01-12T04:09:19.667Z,36.3,48,46.7,14.6,fog
WX000592,TOWER00389,2026-01-08T12:12:56.102Z,21.4,43,52.8,22.1,fog
WX000593,TOWER00347,2025-10-15T19:30:42.916Z,-8.3,40,59.1,43.9,rain
WX000594,TOWER00256,2025-10-15T12:39:26.838Z,22.9,88,3.4,38.7,fog
WX000595,TOWER00231,2025-10-18T12:11:05.465Z,11.9,78,53.3,14.6,cloudy
WX000596,TOWER00242,2026-01-03T19:59:55.350Z,16.6,68,50.3,25.1,snow
WX000597,TOWER00180,2026-01-12T13:30:48.478Z,5.6,81,40.7,9.3,snow
WX000598,TOWER00459,2025-11-11T11:00:13.877Z,25.6,40,56.4,41.1,clear
WX000599,TOWER00228,2026-02-11T04:27:36.856Z,24.5,31,58.9,18.8,fog
WX000600,TOWER00072,2026-01-04T07:57:58.415Z,0.1,45,19.9,13.5,fog
WX000601,TOWER00320,2025-12-07T07:58:42.462Z,-6.4,44,46.8,22.6,snow
WX000602,TOWER00037,2025-12-24T09:31:12.070Z,22.3,31,38.1,14.6,storm
WX000603,TOWER00244,2025-12-21T20:44:35.269Z,13.4,82,6.2,8.6,clear
WX000604,TOWER00258,2025-11-22T08:00:32.393Z,28.3,23,30.5,32.1,fog
WX000605,TOWER00238,2025-11-07T22:25:42.463Z,9.2,35,6.2,30.6,cloudy
