image_id,field_id,capture_date,ndvi,evi,lai,cloud_cover_percent,resolution_m
SAT0000375,FIELD0105,2025-03-25,0.145,0.625,5.21,51,30
SAT0000376,FIELD0189,2025-06-16,0.858,0.57,0.89,80,10
SAT0000377,FIELD0099,2025-05-14,0.235,0.653,0.42,48,10
SAT0000378,FIELD0112,2025-08-01,0.555,0.738,5.9,2,10
SAT0000379,FIELD0175,2025-10-01,0.8,0.466,1.48,82,10
SAT0000380,FIELD0098,2025-10-24,0.272,0.242,2.46,80,20
SAT0000381,FIELD0065,2025-04-03,0.525,0.286,3.75,92,20
SAT0000382,FIELD0012,2025-04-02,0.717,0.209,3.4,13,30
SAT0000383,FIELD0098,2025-11-09,0.439,0.374,1.68,69,10
SAT0000384,FIELD0030,2025-12-26,0.194,0.524,1.91,97,30
SAT0000385,FIELD0169,2025-04-22,0.793,0.159,3.02,59,20
SAT0000386,FIELD0076,2025-06-08,0.276,0.152,3.65,77,20
SAT0000387,FIELD0041,2026-01-21,0.352,0.487,3.69,95,10
SAT0000388,FIELD0157,2025-12-01,0.838,0.39,2.21,48,20
SAT0000389,FIELD0070,2026-01-08,0.407,0.539,3.25,92,30
SAT0000390,FIELD0159,2025-09-25,0.641,0.611,5.84,22,10
SAT0000391,FIELD0134,2025-09-11,0.062,0.036,4.88,67,10
SAT0000392,FIELD0167,2025-08-06,-0.036,0.294,3.73,79,30
SAT0000393,FIELD0020,2025-04-02,0.592,-0.018,0.84,71,10
SAT0000394,FIELD0030,2025-08-20,0.765,0.596,3.12,92,20
SAT0000395,FIELD0010,2025-04-05,0.326,0.275,1.32,3,20
SAT0000396,FIELD0010,2025-05-03,0.168,0.335,2.04,18,30
SAT0000397,FIELD0143,2025-09-20,0.859,0.765,2.32,61,10
SAT0000398,FIELD0157,2025-08-22,-0.087,0.53,3.07,11,20
SAT0000399,FIELD0010,2025-05-16,0.149,-0.041,5.27,62,30
SAT0000400,FIELD0025,2025-04-25,-0.031,0.343,2.92,1,20
SAT0000401,FIELD0024,2025-03-07,0.311,0.464,1.97,21,20
SAT0000402,FIELD0126,2026-02-02,0.404,0.068,3.58,18,10
SAT0000403,FIELD0167,2026-01-11,0.261,0.447,0.94,59,30
SAT0000404,FIELD0074,2025-09-18,0.814,0.54,0.86,1,10
SAT0000405,FIELD0021,2025-06-09,0.747,0.224,2.96,87,30
SAT0000406,FIELD0017,2025-09-09,0.519,0.473,2.55,62,10
SAT0000407,FIELD0052,2026-01-28,0.766,0.478,5.43,38,20
SAT0000408,FIELD0064,2025-12-24,0.272,0.328,2.8,89,20
SAT0000409,FIELD0026,2025-12-26,0.826,0.607,2,19,10
SAT0000410,FIELD0079,2026-01-15,0.861,0.748,1.6,32,10
SAT0000411,FIELD0029,2025-05-30,0.797,-0.039,3.48,54,10
SAT0000412,FIELD0039,2025-11-27,0.732,0.348,5.64,12,10
SAT0000413,FIELD0022,2025-05-11,0.269,0.783,5.32,74,10
SAT0000414,FIELD0061,2025-03-28,0.659,0.775,2.58,30,20
SAT0000415,FIELD0068,2025-12-20,0.07,0.013,4.36,83,30
SAT0000416,FIELD0036,2025-12-18,-0.084,0.712,3.07,32,10
SAT0000417,FIELD0193,2025-09-22,0.741,-0.053,5.8,27,30
SAT0000418,FIELD0195,2025-08-24,0.856,0.665,2.9,68,10
SAT0000419,FIELD0148,2026-02-05,0.413,0.671,0.79,53,30
SAT0000420,FIELD0031,2025-08-15,0.711,0.129,0.94,93,30
SAT0000421,FIELD0154,2025-03-27,0.767,0.745,2,25,10
SAT0000422,FIELD0120,2026-01-01,-0.087,0.769,0.24,38,30
SAT0000423,FIELD0156,2026-02-14,0.423,0.375,5.55,17,20
SAT0000424,FIELD0081,2025-09-14,-0.099,0.614,5.2,92,30
SAT0000425,FIELD0021,2026-02-06,0.032,0.66,3.22,47,10
SAT0000426,FIELD0190,2025-06-12,0.218,0.725,2.64,20,20
SAT0000427,FIELD0058,2025-05-13,0.798,0.326,4.55,93,20
SAT0000428,FIELD0006,2025-11-15,0.64,0.036,1.92,68,30
SAT0000429,FIELD0080,2025-11-25,0.063,-0.098,4.32,34,30
SAT0000430,FIELD0163,2025-09-05,0.514,0.555,1.74,39,30
SAT0000431,FIELD0171,2025-06-21,0.384,0.649,1.9,28,10
SAT0000432,FIELD0016,2025-06-01,0.235,0.072,4.93,35,20
SAT0000433,FIELD0078,2025-12-06,0.724,-0.077,1.66,77,10
SAT0000434,FIELD0197,2026-01-25,0.684,0.37,1.82,27,30
SAT0000435,FIELD0042,2025-07-25,0.562,0.236,3.1,4,30
SAT0000436,FIELD0090,2025-03-01,0.404,0.451,3.71,5,10
SAT0000437,FIELD0066,2025-05-08,-0.029,-0.089,5.13,13,10
SAT0000438,FIELD0021,2025-10-14,0.439,0.753,1.41,20,20
SAT0000439,FIELD0157,2026-01-14,0.518,0.033,0.77,100,20
SAT0000440,FIELD0134,2026-01-19,0.721,0.7,4.01,29,20
SAT0000441,FIELD0024,2025-03-11,0.103,-0.004,2.45,16,20
SAT0000442,FIELD0169,2025-09-13,0.298,0.465,3.01,70,30
SAT0000443,FIELD0015,2025-10-27,0.815,0.734,1.5,14,10
SAT0000444,FIELD0030,2025-11-10,-0.06,0.316,1.97,12,10
SAT0000445,FIELD0109,2025-12-03,0.177,0.768,2.84,60,30
SAT0000446,FIELD0074,2025-04-21,0.138,0.301,3.91,11,10
SAT0000447,FIELD0090,2025-05-28,0.843,0.697,2.8,68,20
SAT0000448,FIELD0061,2025-08-08,0.739,0.289,4.34,48,30
SAT0000449,FIELD0133,2026-01-15,0.33,0.771,4.32,66,20
SAT0000450,FIELD0150,2025-09-02,0.458,0.662,2.9,52,20
SAT0000451,FIELD0027,2025-09-26,0.24,0.552,5.45,76,30
SAT0000452,FIELD0141,2025-10-18,0.163,0.646,5.14,52,10
SAT0000453,FIELD0136,2026-02-12,0.066,0.117,2.08,8,30
SAT0000454,FIELD0166,2025-05-16,0.876,0.257,0.32,75,10
SAT0000455,FIELD0098,2025-07-22,0.873,0.44,3.1,47,20
SAT0000456,FIELD0036,2025-04-09,0.028,0.427,3.02,12,20
SAT0000457,FIELD0049,2025-07-30,0.137,0.542,0.69,99,20
SAT0000458,FIELD0135,2025-08-08,0.199,0.255,1.74,38,20
SAT0000459,FIELD0194,2025-03-02,0.811,0.045,0.13,65,20
SAT0000460,FIELD0099,2025-06-06,0.05,0.561,2.3,39,20
SAT0000461,FIELD0196,2025-06-18,0.347,0.469,0.41,58,20
SAT0000462,FIELD0058,2025-11-24,0.44,0.698,3.75,91,10
SAT0000463,FIELD0139,2025-10-10,0.211,0.043,0.02,13,30
SAT0000464,FIELD0051,2025-10-04,0.156,0.641,3.47,42,20
SAT0000465,FIELD0187,2025-09-19,0.548,0.758,1.24,45,20
SAT0000466,FIELD0014,2025-05-20,0.68,0.546,2.82,63,10
SAT0000467,FIELD0157,2025-11-22,-0.068,0.478,0.08,59,10
SAT0000468,FIELD0044,2025-05-21,0.465,0.69,4.37,96,20
SAT0000469,FIELD0151,2026-01-07,0.126,0.578,2.44,99,30
SAT0000470,FIELD0116,2025-12-09,0.756,0.202,3.83,89,20
SAT0000471,FIELD0200,2025-06-15,-0.074,0.775,3.37,81,10
SAT0000472,FIELD0062,2025-11-16,0.871,0.763,5.1,52,30
SAT0000473,FIELD0049,2026-02-13,-0.099,0.109,1.51,79,10
SAT0000474,FIELD0033,2025-12-09,0.547,0.059,5.42,35,20
SAT0000475,FIELD0076,2025-12-01,0.734,-0.011,5.72,45,20
SAT0000476,FIELD0048,2025-03-01,0.626,0.327,5.9,84,30
SAT0000477,FIELD0187,2025-07-07,0.837,0.385,1.36,74,20
SAT0000478,FIELD0082,2025-05-29,0.533,0.121,5.83,17,20
SAT0000479,FIELD0116,2025-05-05,0.432,0.009,2.3,22,30
SAT0000480,FIELD0169,2025-08-04,0.31,-0.023,0.33,25,20
SAT0000481,FIELD0138,2025-10-25,0.74,0.615,3.47,60,10
SAT0000482,FIELD0154,2025-11-28,0.122,0.773,4.32,7,20
SAT0000483,FIELD0073,2025-04-27,0.404,-0.067,1.35,58,30
SAT0000484,FIELD0015,2025-05-18,-0.078,0.194,3.31,48,20
SAT0000485,FIELD0048,2025-03-09,0.047,0.042,1.07,52,10
SAT0000486,FIELD0025,2025-04-16,-0.027,0.754,4.35,42,30
SAT0000487,FIELD0069,2025-03-26,0.487,0.324,3.2,38,10
SAT0000488,FIELD0029,2025-12-30,0.167,-0.013,0.03,19,20
SAT0000489,FIELD0181,2025-04-21,0.687,0.275,2.21,12,30
SAT0000490,FIELD0152,2025-03-16,0.098,0.018,1.7,78,10
SAT0000491,FIELD0057,2026-02-11,0.812,0.508,3.45,11,10
SAT0000492,FIELD0156,2025-10-19,-0.027,0.582,3.83,49,30
SAT0000493,FIELD0097,2025-04-10,0.547,0.478,1.26,30,20
SAT0000494,FIELD0082,2025-08-16,0.726,0.279,3.35,61,30
SAT0000495,FIELD0035,2025-03-03,0.825,0.313,4.83,66,10
SAT0000496,FIELD0184,2025-07-20,-0.039,0.105,2.78,20,10
SAT0000497,FIELD0092,2025-11-25,0.145,0.025,4.33,96,20
SAT0000498,FIELD0193,2025-08-22,0.492,0.475,5.66,56,10
SAT0000499,FIELD0067,2026-01-16,0.207,0.475,4.41,57,10
SAT0000500,FIELD0176,2025-04-06,0.675,0.434,1.68,6,10
SAT0000501,FIELD0151,2025-11-30,-0.015,0.134,4.44,49,30
SAT0000502,FIELD0034,2026-01-12,0.194,0.193,2.32,25,20
SAT0000503,FIELD0154,2025-04-14,0.416,0.441,4.72,2,30
SAT0000504,FIELD0042,2025-10-18,0.018,0.549,3.96,41,10
SAT0000505,FIELD0155,2025-04-05,0.588,0.699,3.51,5,30
SAT0000506,FIELD0018,2026-01-20,0.751,0.242,4.77,47,20
SAT0000507,FIELD0016,2025-04-11,0.823,0.62,2.76,55,30
SAT0000508,FIELD0142,2025-09-08,0.582,0.11,1.33,59,20
SAT0000509,FIELD0002,2025-08-11,0.81,0.126,5.17,38,30
SAT0000510,FIELD0176,2025-12-29,0.773,0.517,3.37,70,20
SAT0000511,FIELD0148,2026-01-07,0.012,0.016,2.56,41,10
SAT0000512,FIELD0077,2025-06-09,0.014,0.272,2.6,7,30
SAT0000513,FIELD0074,2025-11-18,0.499,0.533,5.83,33,20
SAT0000514,FIELD0037,2025-12-24,0.142,-0.07,1.33,97,10
SAT0000515,FIELD0190,2025-04-18,0.778,0.693,4.39,65,10
SAT0000516,FIELD0064,2026-02-03,0.579,0.191,3.06,33,10
SAT0000517,FIELD0011,2025-12-29,0.059,0.16,2.02,13,30
SAT0000518,FIELD0091,2025-05-25,0.813,-0.082,1.66,92,10
SAT0000519,FIELD0196,2025-12-26,0.667,0.799,4.15,28,30
SAT0000520,FIELD0102,2025-11-27,0.205,0.318,1.45,25,20
SAT0000521,FIELD0191,2025-05-08,0.426,0.1,1.64,31,30
SAT0000522,FIELD0055,2025-08-06,0.65,-0.027,0.97,96,20
SAT0000523,FIELD0052,2025-08-29,0.373,0.211,0.82,7,30
SAT0000524,FIELD0108,2025-10-16,-0.02,0.261,2.26,2,30
SAT0000525,FIELD0034,2026-02-03,-0.043,0.453,1.92,85,10
SAT0000526,FIELD0116,2025-09-27,0.179,0.029,3.49,77,10
SAT0000527,FIELD0019,2025-05-04,0.082,0.679,4.23,12,30
SAT0000528,FIELD0168,2025-08-10,0.404,0.462,5.84,27,10
SAT0000529,FIELD0091,2025-06-11,0.271,0.314,0.17,77,30
SAT0000530,FIELD0011,2025-06-30,0.464,-0.081,1.54,52,30
SAT0000531,FIELD0102,2025-07-09,0.512,0.258,2.7,21,30
SAT0000532,FIELD0148,2025-10-10,0.647,0.069,2.12,95,10
SAT0000533,FIELD0167,2025-08-08,0.268,0.573,0.32,52,20
SAT0000534,FIELD0008,2025-10-02,0.272,0.662,2.13,64,10
SAT0000535,FIELD0119,2025-06-27,0.392,0.032,5.69,52,10
SAT0000536,FIELD0053,2025-08-19,0.456,0.605,0.23,100,20
SAT0000537,FIELD0092,2025-04-14,0.27,0.756,3.52,80,30
SAT0000538,FIELD0124,2025-12-07,0.301,0.461,0.6,45,30
SAT0000539,FIELD0014,2025-09-29,0.657,-0.021,0.5,13,30
SAT0000540,FIELD0191,2025-12-15,0.208,0.305,5.09,26,20
SAT0000541,FIELD0130,2026-01-15,0.841,0.159,1.52,7,20
SAT0000542,FIELD0091,2025-08-09,0.48,0.467,1.52,97,30
SAT0000543,FIELD0047,2025-04-15,0.049,-0.038,4.77,1,20
SAT0000544,FIELD0152,2025-11-15,-0.078,0.641,2.77,59,10
SAT0000545,FIELD0072,2025-04-19,0.384,-0.056,3.79,26,10
SAT0000546,FIELD0020,2025-05-18,0.335,-0.058,1.08,9,20
SAT0000547,FIELD0169,2025-04-06,0.724,0.14,5.81,42,10
SAT0000548,FIELD0113,2025-10-02,0.787,-0.008,0.62,10,30
SAT0000549,FIELD0164,2025-04-03,-0.041,-0.03,1.11,17,10
SAT0000550,FIELD0055,2025-12-23,0.335,0.327,2.35,69,30
SAT0000551,FIELD0165,2025-10-23,0.656,0.102,0.37,16,20
SAT0000552,FIELD0078,2026-02-08,0.825,0.64,2.74,4,30
SAT0000553,FIELD0079,2025-12-18,0.04,0.634,2.82,65,20
SAT0000554,FIELD0015,2026-01-14,0.003,0.068,5.85,66,10
SAT0000555,FIELD0165,2025-06-20,0.231,-0.083,2.54,22,30
SAT0000556,FIELD0164,2026-01-09,0.429,0.042,3.55,37,30
SAT0000557,FIELD0191,2025-10-16,0.134,0.392,1.02,38,20
SAT0000558,FIELD0046,2025-04-06,0.667,-0.037,2.97,36,20
SAT0000559,FIELD0055,2025-07-12,0.107,0.635,5.87,82,20
SAT0000560,FIELD0081,2025-11-07,0.819,0.635,4.09,73,20
SAT0000561,FIELD0081,2025-05-09,0.684,0.779,4.72,78,20
SAT0000562,FIELD0104,2025-04-30,0.332,0.488,4.47,8,30
SAT0000563,FIELD0026,2025-07-25,0.334,0.022,2.27,76,30
SAT0000564,FIELD0046,2025-11-18,0.729,0.537,5.51,0,30
SAT0000565,FIELD0002,2025-04-04,0.068,-0.025,2.05,74,30
SAT0000566,FIELD0035,2025-11-24,-0.003,0.363,0.52,49,30
SAT0000567,FIELD0194,2025-04-29,0.162,-0.001,0.63,66,30
SAT0000568,FIELD0112,2025-03-17,-0.097,0.61,0.25,8,10
SAT0000569,FIELD0159,2025-07-27,-0.078,0.485,4.75,34,10
SAT0000570,FIELD0118,2025-11-01,0.512,0.036,5.13,87,10
SAT0000571,FIELD0157,2025-10-02,0.107,0.357,4.68,1,20
SAT0000572,FIELD0023,2025-11-04,0.068,0.541,0.82,83,10
SAT0000573,FIELD0152,2025-03-03,0.293,0.217,4.96,19,10
SAT0000574,FIELD0056,2025-07-07,0.182,-0.017,4.59,41,30
SAT0000575,FIELD0158,2025-11-19,0.606,0.707,5.73,63,30
SAT0000576,FIELD0120,2025-05-11,0.287,0.611,2.78,4,10
SAT0000577,FIELD0067,2026-01-12,0.243,0.297,1.16,18,20
SAT0000578,FIELD0136,2026-02-02,0.801,0.7,1.13,18,10
SAT0000579,FIELD0013,2025-11-15,0.607,0.583,2.8,83,30
SAT0000580,FIELD0144,2025-05-31,0.585,0.278,0.37,38,20
SAT0000581,FIELD0067,2025-05-29,0.638,0.181,4.88,96,20
SAT0000582,FIELD0067,2026-01-31,0.051,0.242,1.21,34,20
SAT0000583,FIELD0069,2026-01-23,0.442,0.366,4.1,40,10
SAT0000584,FIELD0194,2025-04-19,0.701,0.601,3.22,93,20
SAT0000585,FIELD0012,2025-11-29,0.389,0.338,3.88,3,10
SAT0000586,FIELD0069,2026-01-07,0.452,0.664,0.98,22,10
SAT0000587,FIELD0116,2025-03-06,0.145,0.43,1.51,59,20
SAT0000588,FIELD0147,2025-03-13,0.582,0.035,1.61,48,20
SAT0000589,FIELD0175,2025-03-02,0.098,0.682,3.73,65,20
SAT0000590,FIELD0024,2025-08-24,0.361,0.302,0.97,69,20
SAT0000591,FIELD0194,2026-02-09,0.686,0.589,3.96,96,30
SAT0000592,FIELD0094,2025-09-30,0.606,0.037,1.35,65,30
SAT0000593,FIELD0020,2025-06-01,0.632,0.492,3.49,63,20
SAT0000594,FIELD0117,2025-11-09,-0.02,0.007,1.58,6,20
SAT0000595,FIELD0172,2025-03-02,0.84,0.433,0.87,96,10
SAT0000596,FIELD0001,2025-11-08,0.121,0.741,1.36,8,20
SAT0000597,FIELD0130,2025-07-01,0.134,0.03,4.72,45,20
SAT0000598,FIELD0157,2025-07-13,0.581,0.235,1.15,21,10
SAT0000599,FIELD0040,2025-05-19,-0.067,0.39,4.42,56,30
SAT0000600,FIELD0180,2026-01-17,0.868,0.023,4.55,80,10
SAT0000601,FIELD0068,2025-12-03,0.179,0.437,4.35,44,10
SAT0000602,FIELD0140,2025-07-28,0.589,0.638,4.86,72,30
SAT0000603,FIELD0185,2026-01-15,0.379,0.181,4.56,35,20
SAT0000604,FIELD0143,2025-11-03,-0.011,0.594,3.47,21,30
SAT0000605,FIELD0110,2025-03-29,0.306,0.164,4.17,22,10
SAT0000606,FIELD0196,2025-08-16,0.598,-0.007,3.76,7,30
SAT0000607,FIELD0168,2025-05-28,0.358,-0.007,4.66,16,20
SAT0000608,FIELD0059,2025-11-06,0.407,0.788,1.34,61,20
SAT0000609,FIELD0001,2026-01-31,0.795,0.04,1.84,61,10
SAT0000610,FIELD0084,2025-05-01,0.833,0.755,0.39,2,20
SAT0000611,FIELD0054,2025-04-09,0.224,0.368,2.6,29,30
SAT0000612,FIELD0019,2026-01-06,0.713,0.42,4.1,5,30
SAT0000613,FIELD0128,2025-12-25,0.109,0.496,4.65,33,10
SAT0000614,FIELD0028,2026-01-16,0.434,0.027,0.92,14,10
SAT0000615,FIELD0190,2025-10-24,-0.059,0.474,4.51,46,10
SAT0000616,FIELD0151,2025-12-20,0.832,0.579,5.14,69,30
SAT0000617,FIELD0020,2025-08-01,0.465,0.16,4.74,88,30
SAT0000618,FIELD0175,2025-05-31,0.017,0.375,0.13,62,10
SAT0000619,FIELD0097,2025-07-11,0.69,0.673,3.81,4,10
SAT0000620,FIELD0036,2025-08-17,0.711,0.036,0.79,31,10
SAT0000621,FIELD0186,2025-12-04,0.204,0.308,3.98,59,20
SAT0000622,FIELD0105,2025-10-29,0.282,-0.092,4.91,87,20
SAT0000623,FIELD0057,2025-11-18,-0.081,-0.062,0.66,92,10
SAT0000624,FIELD0041,2025-10-19,-0.082,0.773,3.42,50,10
SAT0000625,FIELD0185,2025-03-03,0.079,0.439,1.12,85,10
SAT0000626,FIELD0140,2025-12-11,0.636,0.416,5.12,5,10
SAT0000627,FIELD0161,2025-05-12,0.74,0.507,0.39,86,20
SAT0000628,FIELD0160,2025-09-24,0.556,0.508,2.2,36,20
SAT0000629,FIELD0038,2025-08-02,0.557,0.142,1.84,77,30
SAT0000630,FIELD0105,2025-04-07,0.319,0.113,3.39,5,20
SAT0000631,FIELD0021,2025-07-21,0.188,0.231,1.45,90,20
SAT0000632,FIELD0117,2025-08-15,0.144,0.379,0.04,40,30
SAT0000633,FIELD0032,2025-07-08,0.3,0.018,3.34,54,10
SAT0000634,FIELD0015,2025-11-01,0.803,0.019,5.96,29,20
SAT0000635,FIELD0117,2025-10-26,0.825,0.483,2.05,33,30
SAT0000636,FIELD0159,2025-06-16,0.012,0.142,4.15,100,10
SAT0000637,FIELD0029,2025-10-16,0.862,0.13,4.96,43,30
SAT0000638,FIELD0089,2025-04-09,-0.087,-0.061,0.8,74,10
SAT0000639,FIELD0150,2025-06-16,0.305,-0.079,5.56,37,10
SAT0000640,FIELD0005,2025-10-21,0.655,0.196,4.19,79,10
SAT0000641,FIELD0009,2025-07-31,0.837,0.038,3.69,89,10
SAT0000642,FIELD0092,2025-06-14,0.641,0.625,2.01,55,30
SAT0000643,FIELD0024,2025-09-14,0.644,0.094,4.82,39,10
SAT0000644,FIELD0033,2025-08-07,-0.045,0.337,1.04,87,30
SAT0000645,FIELD0141,2025-07-02,0.33,0.647,5.04,17,20
SAT0000646,FIELD0190,2026-01-23,0.327,0.535,0.26,6,30
SAT0000647,FIELD0086,2025-07-19,0.064,0.131,5.2,5,10
SAT0000648,FIELD0156,2025-03-18,0.263,0.033,4.17,80,10
SAT0000649,FIELD0033,2025-12-09,0.309,0.283,3.62,99,10
SAT0000650,FIELD0054,2025-12-21,0.009,0.136,2.65,29,30
SAT0000651,FIELD0044,2025-10-03,0.115,0.249,3.06,85,10
SAT0000652,FIELD0138,2025-05-31,-0.073,0.328,0.64,5,10
SAT0000653,FIELD0132,2025-07-18,0.281,0.353,4.74,94,20
SAT0000654,FIELD0141,2025-07-04,0.779,0.095,4.67,35,30
SAT0000655,FIELD0016,2025-06-08,0.573,-0.077,3.47,80,20
SAT0000656,FIELD0017,2025-09-19,0.681,0.58,0.19,41,20
SAT0000657,FIELD0155,2025-08-22,0.487,0.03,1.88,93,10
SAT0000658,FIELD0179,2025-10-07,0.019,0.067,0.39,100,30
SAT0000659,FIELD0190,2025-09-06,0.352,-0.033,2.34,97,30
SAT0000660,FIELD0168,2025-09-16,0.537,-0.014,0.64,81,20
SAT0000661,FIELD0123,2025-08-19,0.26,0.73,0.71,66,30
SAT0000662,FIELD0113,2025-12-05,0.339,-0.023,5.41,93,30
SAT0000663,FIELD0051,2025-09-24,0.566,0.718,1.81,84,20
SAT0000664,FIELD0080,2025-09-01,0.056,0.158,4.3,17,20
SAT0000665,FIELD0152,2025-03-17,0.6,0.652,4.7,82,30
SAT0000666,FIELD0050,2025-12-25,-0.061,0.368,3.03,72,30
SAT0000667,FIELD0006,2025-04-02,0.48,0.49,5.62,61,10
SAT0000668,FIELD0105,2025-03-29,0.075,0.401,5.39,7,20
SAT0000669,FIELD0119,2025-11-16,0.576,0.761,0.16,24,30
SAT0000670,FIELD0045,2025-07-27,0.406,0.699,4.02,48,10
SAT0000671,FIELD0056,2025-09-27,0.231,0.733,1.48,22,10
SAT0000672,FIELD0166,2025-04-09,0.546,-0.077,3.12,15,20
SAT0000673,FIELD0086,2025-08-16,0.765,0.353,2.41,39,30
SAT0000674,FIELD0032,2025-06-04,0.009,0.386,3.46,57,10
SAT0000675,FIELD0009,2025-11-26,0.276,0.422,4.9,8,30
SAT0000676,FIELD0062,2025-08-30,0.889,0.384,0.35,5,20
SAT0000677,FIELD0094,2025-03-28,0.052,0.73,3.83,97,10
SAT0000678,FIELD0086,2025-10-12,0.849,0.581,5.1,79,20
SAT0000679,FIELD0153,2025-05-25,0.54,0.068,4.41,49,30
SAT0000680,FIELD0142,2025-05-17,0.712,0.757,2.78,6,20
SAT0000681,FIELD0164,2025-12-13,-0.055,0.648,2.29,71,20
SAT0000682,FIELD0090,2025-08-17,0.513,0.144,0.86,100,30
SAT0000683,FIELD0133,2025-10-22,0.501,0.25,0.9,73,30
SAT0000684,FIELD0080,2025-11-29,0.503,0.626,4.36,92,30
SAT0000685,FIELD0032,2025-08-17,0.585,-0.034,1.23,22,10
SAT0000686,FIELD0154,2025-12-08,0.261,0.733,2.67,30,20
SAT0000687,FIELD0022,2026-01-24,0.59,0.613,0.98,86,20
SAT0000688,FIELD0133,2025-03-18,0.083,0.551,2.8,52,10
SAT0000689,FIELD0072,2025-08-18,0.331,0.538,0.5,80,20
SAT0000690,FIELD0067,2025-09-21,0.579,0.136,2.66,83,20
SAT0000691,FIELD0181,2025-04-07,0.876,0.662,2.75,55,20
SAT0000692,FIELD0047,2025-11-01,0.814,0.544,5.52,90,30
SAT0000693,FIELD0010,2025-12-01,0.048,0.012,3.02,64,20
SAT0000694,FIELD0168,2025-03-08,0.462,0.502,4.38,97,20
SAT0000695,FIELD0083,2025-11-11,0.367,0.363,0.32,74,30
SAT0000696,FIELD0061,2025-12-30,0.005,0.716,0.2,99,20
SAT0000697,FIELD0166,2025-09-01,0.653,-0.03,0.89,79,10
SAT0000698,FIELD0022,2026-02-13,0.251,0.502,2.49,5,10
SAT0000699,FIELD0092,2025-06-01,0.571,-0.061,0.1,10,10
SAT0000700,FIELD0016,2025-09-03,-0.025,0.159,0.86,69,30
SAT0000701,FIELD0080,2025-05-10,0.498,0.571,1.92,45,10
SAT0000702,FIELD0110,2025-12-14,0.554,0.561,3.63,10,10
SAT0000703,FIELD0124,2025-09-04,0.437,0.058,3.65,48,10
SAT0000704,FIELD0087,2025-08-19,-0.057,0.726,0.19,99,20
SAT0000705,FIELD0199,2025-11-05,0.788,-0.02,4.53,19,10
SAT0000706,FIELD0005,2025-05-15,0.781,0.769,4.81,91,30
SAT0000707,FIELD0173,2025-09-23,0.099,0.786,1.22,30,20
SAT0000708,FIELD0030,2025-05-03,0.596,0.245,5.71,4,20
SAT0000709,FIELD0034,2025-05-08,0.353,0.37,1.41,59,10
SAT0000710,FIELD0059,2025-12-23,0.067,0.086,0.33,24,30
SAT0000711,FIELD0034,2025-08-02,0.823,-0.045,3.68,23,10
SAT0000712,FIELD0104,2025-03-25,0.344,0.402,4.62,66,30
SAT0000713,FIELD0109,2025-12-23,0.835,0.292,4.14,43,30
SAT0000714,FIELD0109,2025-08-25,0.597,0.678,2.25,98,30
SAT0000715,FIELD0018,2026-01-22,-0.077,0.734,2.27,83,10
SAT0000716,FIELD0116,2025-05-18,0.665,0.077,4.9,91,10
SAT0000717,FIELD0185,2025-05-10,0.706,0.358,0.95,11,20
SAT0000718,FIELD0052,2025-12-26,-0.007,0.639,3.82,98,20
SAT0000719,FIELD0032,2025-03-25,0.094,0.116,1.51,44,30
SAT0000720,FIELD0134,2025-03-25,0.226,0.492,3.44,62,20
SAT0000721,FIELD0050,2025-07-03,0.454,0.694,5.53,49,20
SAT0000722,FIELD0100,2025-12-15,0.216,0.4,4.42,77,10
SAT0000723,FIELD0017,2025-12-04,-0.009,0.313,1.64,8,20
SAT0000724,FIELD0108,2025-04-17,0.182,0.25,2.66,27,30
SAT0000725,FIELD0161,2025-06-11,0.683,0.788,1.53,57,10
SAT0000726,FIELD0109,2025-08-25,0.311,0.13,3.75,7,10
SAT0000727,FIELD0081,2025-10-09,0.566,0.731,5.51,2,30
SAT0000728,FIELD0025,2025-05-20,0.349,0.56,0.13,63,20
SAT0000729,FIELD0141,2025-09-20,0.768,0.529,5.71,71,10
SAT0000730,FIELD0128,2025-11-17,0.378,0.004,2.62,63,30
SAT0000731,FIELD0174,2025-06-10,0.611,0.217,1.09,58,20
SAT0000732,FIELD0124,2025-03-13,0.617,-0.088,3.15,58,30
SAT0000733,FIELD0137,2025-05-04,0.39,0.094,5.85,93,10
SAT0000734,FIELD0055,2025-08-26,0.631,0.54,5.98,91,10
SAT0000735,FIELD0147,2025-10-20,0.544,0.193,4.87,73,30
SAT0000736,FIELD0118,2025-12-09,0.681,0.673,2.32,78,10
SAT0000737,FIELD0106,2025-03-28,0.885,0.413,4.81,25,30
SAT0000738,FIELD0132,2025-06-03,0.62,0.205,0.42,61,10
SAT0000739,FIELD0018,2026-01-14,0.381,0.043,4.31,47,20
SAT0000740,FIELD0168,2025-07-31,0.558,-0.049,5.12,40,30
SAT0000741,FIELD0111,2025-06-01,0.039,0.451,4.34,86,10
SAT0000742,FIELD0120,2025-11-27,-0.01,0.681,5.97,29,10
SAT0000743,FIELD0048,2025-05-16,0.029,0.269,1.22,7,30
SAT0000744,FIELD0063,2025-03-03,0.033,0.559,3.37,54,10
SAT0000745,FIELD0111,2026-01-04,0.433,0.39,2.75,78,20
SAT0000746,FIELD0124,2025-09-29,0.671,0.366,1.81,50,30
SAT0000747,FIELD0114,2025-10-14,0.89,0.61,2.99,13,20
SAT0000748,FIELD0097,2025-06-03,0.257,0.002,3.79,15,20
SAT0000749,FIELD0128,2025-03-15,0.178,0.467,2.17,85,30
